39, State-gov,13, Adm-clerical,2174,0,40, <=50K
34, Private,9, Exec-managerial,0,0,40, >50K
46, Private,7, Other-service,0,0,35, >50K
34, Private,12, Sales,0,0,50, >50K
31, Private,9, Other-service,0,0,50, <=50K
41, Private,9, Tech-support,0,0,40, <=50K
41, ?,9, ?,0,0,40, <=50K
27, Self-emp-not-inc,11, Prof-specialty,0,0,30, <=50K
30, ?,7, ?,0,0,40, <=50K
23, Private,10, Craft-repair,0,0,40, <=50K
24, Local-gov,12, Adm-clerical,0,0,20, <=50K
59, Federal-gov,12, Adm-clerical,0,0,40, <=50K
56, Private,9, Craft-repair,5013,0,40, <=50K
35, Self-emp-not-inc,9, Transport-moving,0,0,40, <=50K
59, Private,9, Other-service,0,0,45, <=50K
47, Private,11, Craft-repair,0,0,40, >50K
51, Self-emp-not-inc,9, Sales,0,0,44, <=50K
42, Private,13, Adm-clerical,0,0,45, <=50K
29, Federal-gov,10, Adm-clerical,0,0,40, <=50K
23, Private,9, Craft-repair,0,0,45, <=50K
43, Self-emp-not-inc,9, Craft-repair,0,0,60, <=50K
46, Private,10, Exec-managerial,0,0,40, <=50K
30, Private,10, Adm-clerical,0,0,40, <=50K
23, Private,10, Tech-support,0,0,20, <=50K
29, State-gov,14, Prof-specialty,0,0,35, <=50K
33, Private,9, Exec-managerial,0,0,45, <=50K
33, Local-gov,9, Other-service,2105,0,40, <=50K
46, Local-gov,10, Adm-clerical,0,0,45, <=50K
35, Private,10, Adm-clerical,0,0,40, <=50K
36, Private,13, Exec-managerial,0,1887,40, >50K
25, Private,9, Exec-managerial,0,0,37, <=50K
35, Private,13, Sales,0,0,40, <=50K
30, Private,4, Machine-op-inspct,0,0,42, <=50K
39, Private,10, Other-service,0,0,84, >50K
37, Private,10, Craft-repair,0,0,55, <=50K
22, Private,9, Machine-op-inspct,0,0,42, <=50K
25, Private,9, Transport-moving,0,0,60, <=50K
50, Private,9, Sales,0,0,40, <=50K
64, Federal-gov,15, Prof-specialty,15024,0,45, >50K
33, Private,11, Prof-specialty,0,0,45, <=50K
59, Self-emp-inc,3, Farming-fishing,0,0,40, <=50K
24, Private,9, Adm-clerical,0,0,40, <=50K
41, Private,13, Sales,0,0,55, <=50K
38, ?,5, ?,0,0,12, <=50K
60, Private,13, Exec-managerial,0,0,60, <=50K
19, Private,9, Machine-op-inspct,0,0,30, <=50K
23, Private,10, Craft-repair,0,0,40, <=50K
57, Self-emp-inc,14, Sales,99999,0,40, >50K
36, Private,14, Adm-clerical,0,1977,40, >50K
17, ?,6, ?,0,0,40, <=50K
24, Private,13, Prof-specialty,0,0,40, <=50K
32, Private,9, Craft-repair,0,0,50, >50K
27, Private,13, Sales,0,0,45, >50K
43, Private,11, Adm-clerical,0,0,55, <=50K
21, ?,10, ?,0,0,40, <=50K
54, Private,11, Exec-managerial,0,0,40, <=50K
22, Private,9, Farming-fishing,0,0,45, <=50K
29, Private,9, Craft-repair,0,0,50, <=50K
22, Private,8, Farming-fishing,0,0,50, <=50K
37, Private,13, Sales,0,0,50, >50K
38, Self-emp-not-inc,16, Prof-specialty,0,0,50, >50K
34, Private,10, Handlers-cleaners,0,0,40, <=50K
45, Private,10, Machine-op-inspct,0,0,84, >50K
28, Private,2, Priv-house-serv,0,0,40, <=50K
68, Private,16, Prof-specialty,0,0,40, <=50K
36, Private,9, Machine-op-inspct,0,0,40, <=50K
20, Private,5, Other-service,0,0,30, <=50K
24, Private,10, Craft-repair,0,0,45, <=50K
38, Private,10, Exec-managerial,0,0,40, <=50K
32, Private,13, Exec-managerial,0,0,40, <=50K
34, Private,10, Prof-specialty,7298,0,50, >50K
47, Private,9, Adm-clerical,2174,0,40, <=50K
28, Private,13, Other-service,0,0,50, <=50K
32, Private,15, Prof-specialty,0,0,40, >50K
58, Private,9, Machine-op-inspct,0,0,40, <=50K
64, Self-emp-inc,15, Prof-specialty,99999,0,35, >50K
38, Private,10, Sales,0,0,50, <=50K
43, Private,9, Adm-clerical,0,0,40, <=50K
28, Private,8, Farming-fishing,0,0,40, <=50K
21, Private,10, Adm-clerical,0,0,40, <=50K
23, Private,13, Prof-specialty,0,0,20, <=50K
25, Private,5, Handlers-cleaners,2907,0,40, <=50K
41, Private,9, Adm-clerical,2354,0,40, <=50K
24, ?,9, ?,0,0,36, <=50K
41, Private,10, Craft-repair,0,0,40, <=50K
27, Private,13, Prof-specialty,0,0,40, <=50K
54, Private,4, Other-service,0,0,30, <=50K
28, Local-gov,9, Transport-moving,0,0,25, <=50K
29, Private,4, Farming-fishing,0,2042,40, <=50K
36, Private,9, Craft-repair,0,0,30, <=50K
41, Self-emp-inc,13, Exec-managerial,0,1977,60, >50K
60, Self-emp-not-inc,10, Exec-managerial,0,0,40, <=50K
34, State-gov,14, Exec-managerial,0,0,38, <=50K
32, Private,9, Other-service,0,0,40, <=50K
27, Private,10, Sales,0,0,42, >50K
60, Private,6, Sales,0,0,40, <=50K
39, Private,11, Craft-repair,0,0,40, <=50K
59, Private,8, Transport-moving,0,0,35, <=50K
34, Self-emp-not-inc,16, Prof-specialty,0,0,32, >50K
36, Private,11, Exec-managerial,0,0,40, <=50K
54, Private,10, Sales,0,0,40, >50K
48, Private,11, Tech-support,0,0,40, >50K
19, Private,4, Other-service,0,0,33, <=50K
40, Private,15, Prof-specialty,0,0,40, >50K
25, Private,9, Handlers-cleaners,0,0,45, <=50K
39, Private,12, Adm-clerical,0,0,40, <=50K
34, Self-emp-not-inc,10, Craft-repair,0,0,40, <=50K
30, Private,9, Other-service,0,0,30, <=50K
43, Private,9, Other-service,0,0,24, <=50K
35, Private,13, Prof-specialty,0,0,40, >50K
36, Local-gov,16, Prof-specialty,0,1887,50, >50K
59, Self-emp-not-inc,9, Farming-fishing,0,0,65, >50K
33, Self-emp-not-inc,9, Craft-repair,0,0,40, <=50K
22, Private,10, Handlers-cleaners,0,0,50, <=50K
48, Private,9, Craft-repair,0,0,45, <=50K
54, Private,9, Adm-clerical,0,0,40, <=50K
49, Private,10, Adm-clerical,0,0,38, <=50K
37, Private,13, Tech-support,0,0,40, <=50K
45, Private,9, Machine-op-inspct,0,0,40, <=50K
51, Self-emp-inc,10, Sales,0,0,40, <=50K
46, Private,10, Craft-repair,0,0,40, <=50K
31, Self-emp-not-inc,13, Exec-managerial,0,0,40, >50K
29, ?,6, ?,0,0,38, <=50K
39, Private,10, Adm-clerical,0,0,50, >50K
35, Private,9, Handlers-cleaners,5013,0,40, <=50K
26, Private,13, Adm-clerical,0,0,40, >50K
51, Private,10, Adm-clerical,7298,0,40, >50K
31, Private,14, Prof-specialty,0,0,6, <=50K
39, Private,9, Machine-op-inspct,0,0,40, >50K
26, Private,7, Other-service,0,0,30, <=50K
25, Private,13, Tech-support,0,0,35, <=50K
61, Federal-gov,10, Adm-clerical,0,1887,40, >50K
49, Private,9, Sales,0,0,40, <=50K
53, Private,13, Prof-specialty,0,0,45, <=50K
52, Private,1, Machine-op-inspct,0,0,40, <=50K
52, Private,9, Transport-moving,0,0,55, <=50K
74, ?,13, ?,0,0,35, <=50K
50, Private,9, Adm-clerical,0,0,40, <=50K
29, Private,13, Sales,13550,0,35, >50K
76, Private,4, Protective-serv,0,0,30, <=50K
19, Private,9, Adm-clerical,0,0,15, <=50K
25, Private,9, Transport-moving,0,0,40, <=50K
45, Private,9, Adm-clerical,0,0,40, <=50K
34, Private,12, Adm-clerical,0,0,35, <=50K
20, Private,10, Other-service,0,0,16, <=50K
66, ?,14, ?,0,0,6, <=50K
63, ?,13, ?,0,0,45, <=50K
27, Private,10, Tech-support,0,0,40, <=50K
41, Private,10, Adm-clerical,2829,0,40, <=50K
43, Private,9, Other-service,0,0,60, <=50K
23, Private,9, Adm-clerical,0,0,40, <=50K
37, Federal-gov,10, Adm-clerical,0,0,40, <=50K
31, Private,13, Exec-managerial,0,0,40, <=50K
33, State-gov,10, Craft-repair,0,0,4, <=50K
28, Private,12, Sales,0,0,20, <=50K
70, ?,9, ?,2993,0,20, <=50K
35, Private,10, Adm-clerical,0,0,40, <=50K
41, Private,12, Tech-support,0,0,75, >50K
17, Private,7, Other-service,0,0,12, <=50K
41, Local-gov,13, Prof-specialty,0,0,40, >50K
44, Private,11, Sales,0,0,45, <=50K
47, Private,4, Craft-repair,0,0,40, <=50K
24, Private,9, Handlers-cleaners,0,0,40, <=50K
38, Self-emp-not-inc,11, Other-service,0,0,40, <=50K
34, Private,10, Exec-managerial,0,0,52, <=50K
62, Local-gov,9, Other-service,0,0,35, <=50K
27, Local-gov,9, Adm-clerical,0,0,38, <=50K
59, Private,10, Adm-clerical,0,0,40, >50K
35, Private,14, Exec-managerial,0,0,40, <=50K
38, Private,9, Other-service,0,0,32, <=50K
28, Private,10, Other-service,0,0,50, <=50K
28, Private,9, Adm-clerical,0,0,38, <=50K
59, State-gov,5, Transport-moving,0,0,40, <=50K
42, Private,10, Adm-clerical,0,0,40, <=50K
54, Local-gov,14, Prof-specialty,0,0,32, >50K
39, Private,9, Prof-specialty,0,0,45, <=50K
41, Private,13, Farming-fishing,0,0,40, <=50K
43, Private,13, Adm-clerical,0,0,40, <=50K
32, Self-emp-inc,13, Other-service,0,0,50, >50K
62, Private,10, Sales,0,1617,33, <=50K
58, Private,9, Adm-clerical,0,0,40, <=50K
43, Private,9, Craft-repair,0,0,40, <=50K
67, ?,10, ?,0,2457,40, <=50K
31, Private,9, Machine-op-inspct,0,0,40, <=50K
51, Local-gov,14, Prof-specialty,0,0,70, >50K
54, Private,13, Other-service,0,0,36, <=50K
20, Private,10, Machine-op-inspct,0,0,70, <=50K
35, Private,10, Sales,0,0,40, >50K
22, Private,9, Other-service,0,0,36, <=50K
38, Private,13, Exec-managerial,6849,0,60, <=50K
42, Private,9, Exec-managerial,0,0,40, <=50K
44, State-gov,14, Adm-clerical,0,0,40, >50K
28, Self-emp-not-inc,9, Farming-fishing,0,0,70, >50K
74, Self-emp-inc,10, Exec-managerial,0,0,35, >50K
34, Private,9, Exec-managerial,0,0,40, <=50K
50, State-gov,9, Prof-specialty,0,0,52, <=50K
50, Private,11, Exec-managerial,0,0,40, <=50K
43, Private,9, Handlers-cleaners,0,0,40, <=50K
29, Self-emp-not-inc,9, Craft-repair,0,0,40, <=50K
30, ?,9, ?,0,0,25, <=50K
61, Private,9, Exec-managerial,0,0,50, >50K
21, Private,10, Adm-clerical,0,0,40, <=50K
27, Private,13, Other-service,0,0,30, <=50K
47, Private,16, Prof-specialty,0,0,40, >50K
39, Private,12, Prof-specialty,0,1380,40, <=50K
33, Private,9, Craft-repair,0,0,40, <=50K
22, Private,9, Sales,0,0,37, <=50K
38, Private,10, Adm-clerical,0,0,40, <=50K
45, Private,10, Craft-repair,0,0,40, <=50K
42, Private,9, Machine-op-inspct,0,0,45, >50K
35, Private,10, Craft-repair,0,0,45, <=50K
21, Private,9, Adm-clerical,0,0,40, <=50K
49, State-gov,11, Adm-clerical,0,0,44, <=50K
50, Private,13, Prof-specialty,0,0,40, <=50K
36, State-gov,16, Prof-specialty,0,0,36, >50K
20, Private,9, Adm-clerical,0,0,20, <=50K
49, Private,9, Prof-specialty,0,0,40, <=50K
40, State-gov,13, Prof-specialty,0,0,60, >50K
22, Private,10, Adm-clerical,0,0,40, <=50K
60, ?,9, ?,0,0,40, <=50K
67, Private,7, Adm-clerical,0,0,20, <=50K
21, Private,10, Adm-clerical,0,0,40, <=50K
60, Self-emp-not-inc,9, Farming-fishing,0,0,50, <=50K
17, Private,7, Other-service,0,0,12, <=50K
43, Private,14, Exec-managerial,15024,0,32, >50K
49, State-gov,13, Exec-managerial,0,0,45, >50K
41, Private,13, Prof-specialty,99999,0,60, >50K
38, Private,10, Craft-repair,0,0,40, <=50K
38, Private,9, Craft-repair,0,0,40, <=50K
35, Private,12, Exec-managerial,0,0,99, >50K
40, Private,10, Sales,0,0,40, <=50K
23, ?,10, ?,0,0,40, <=50K
19, ?,10, ?,0,1602,40, <=50K
40, Private,9, Transport-moving,0,0,60, >50K
46, State-gov,9, Adm-clerical,0,0,40, <=50K
25, Private,10, Adm-clerical,0,0,22, <=50K
36, Private,9, Machine-op-inspct,5178,0,40, >50K
24, Private,12, Handlers-cleaners,0,0,48, <=50K
62, Private,9, Machine-op-inspct,0,0,48, <=50K
54, Private,1, Craft-repair,0,0,40, <=50K
23, Private,13, Adm-clerical,0,0,40, <=50K
60, Private,9, Adm-clerical,0,0,40, <=50K
18, Self-emp-inc,9, Farming-fishing,0,0,8, <=50K
41, Local-gov,10, Adm-clerical,0,0,40, <=50K
45, Local-gov,14, Prof-specialty,0,0,40, <=50K
62, State-gov,11, Exec-managerial,0,0,40, <=50K
28, Private,13, Tech-support,0,0,40, <=50K
36, Self-emp-inc,10, Exec-managerial,0,0,60, >50K
31, Private,9, Sales,0,0,40, <=50K
44, Private,9, Handlers-cleaners,0,0,40, <=50K
33, Self-emp-not-inc,9, Craft-repair,0,0,50, <=50K
62, Self-emp-not-inc,15, Prof-specialty,0,0,16, <=50K
27, Private,4, Other-service,0,0,40, <=50K
42, Federal-gov,11, Adm-clerical,0,0,40, >50K
55, Private,5, Handlers-cleaners,0,0,37, <=50K
41, Private,9, Sales,0,0,50, <=50K
26, Private,10, Exec-managerial,4064,0,50, <=50K
45, Private,10, Adm-clerical,0,0,40, >50K
67, Self-emp-not-inc,9, Farming-fishing,0,0,65, <=50K
25, Private,11, Craft-repair,0,0,45, <=50K
30, Self-emp-inc,9, Craft-repair,0,1887,48, >50K
22, Private,13, Exec-managerial,0,0,40, <=50K
19, Private,10, Other-service,0,0,20, <=50K
26, Private,13, Exec-managerial,0,0,45, <=50K
61, Private,9, Craft-repair,0,0,50, <=50K
32, Private,15, Sales,13550,0,50, >50K
43, Private,9, Adm-clerical,0,0,40, <=50K
53, Private,9, Priv-house-serv,0,0,20, <=50K
53, Federal-gov,10, Adm-clerical,0,0,45, <=50K
42, Self-emp-inc,8, Craft-repair,0,0,10, <=50K
36, Private,9, Adm-clerical,0,0,40, >50K
55, Self-emp-not-inc,13, Exec-managerial,0,0,99, <=50K
35, Federal-gov,13, Prof-specialty,7298,0,40, >50K
17, Private,7, Sales,0,0,16, <=50K
55, Self-emp-not-inc,15, Prof-specialty,0,0,35, <=50K
36, Private,9, Exec-managerial,0,0,40, <=50K
40, Local-gov,14, Prof-specialty,0,0,40, >50K
54, Self-emp-not-inc,6, Other-service,0,0,10, <=50K
45, Self-emp-not-inc,13, Prof-specialty,0,0,45, <=50K
48, Private,10, Tech-support,0,0,40, >50K
40, Local-gov,15, Exec-managerial,0,0,60, >50K
31, Private,13, Prof-specialty,0,0,50, <=50K
26, Private,13, Adm-clerical,0,0,40, <=50K
34, Private,10, Exec-managerial,0,1485,40, >50K
19, Private,9, Adm-clerical,0,0,25, <=50K
31, Federal-gov,12, Craft-repair,0,0,40, <=50K
34, Private,9, Prof-specialty,0,0,30, <=50K
55, Local-gov,14, Exec-managerial,0,0,55, >50K
38, Private,10, Craft-repair,0,0,40, <=50K
21, Private,9, Handlers-cleaners,0,0,20, <=50K
27, Private,4, Craft-repair,0,0,40, <=50K
35, Private,9, Other-service,0,0,40, <=50K
20, Private,10, Adm-clerical,0,0,20, <=50K
24, Self-emp-not-inc,11, Other-service,0,0,38, <=50K
27, Private,14, Tech-support,0,0,40, <=50K
18, Federal-gov,7, Machine-op-inspct,0,0,4, <=50K
28, Local-gov,10, Adm-clerical,0,0,40, <=50K
36, Private,9, Transport-moving,0,0,40, <=50K
66, Private,10, Transport-moving,0,1258,20, <=50K
19, Private,10, Other-service,0,0,15, <=50K
59, Self-emp-not-inc,6, Exec-managerial,0,0,36, <=50K
33, Private,9, Transport-moving,0,0,46, <=50K
28, Private,4, Handlers-cleaners,0,0,40, <=50K
34, Private,13, Other-service,0,2001,40, <=50K
41, Private,10, Adm-clerical,0,0,55, <=50K
30, Private,7, Craft-repair,0,0,45, <=50K
59, Private,9, Craft-repair,0,0,40, <=50K
42, Private,13, Sales,0,0,60, <=50K
47, Private,9, Prof-specialty,14084,0,38, >50K
29, Private,6, Adm-clerical,0,0,40, <=50K
60, Private,10, Machine-op-inspct,0,0,50, >50K
53, Local-gov,9, Craft-repair,5013,0,35, <=50K
41, Private,4, Exec-managerial,0,0,60, <=50K
32, Private,10, Sales,0,0,30, <=50K
73, ?,9, ?,0,0,22, >50K
20, Private,9, Sales,0,0,30, <=50K
49, Private,14, Sales,0,0,40, >50K
36, Local-gov,13, Prof-specialty,0,0,40, <=50K
33, State-gov,10, Adm-clerical,0,0,45, <=50K
25, Private,10, Other-service,0,0,34, <=50K
34, ?,9, ?,0,0,10, <=50K
19, ?,10, ?,0,0,40, <=50K
40, Local-gov,12, Protective-serv,0,0,40, <=50K
48, Private,9, Transport-moving,0,0,44, <=50K
51, Private,10, Handlers-cleaners,0,0,50, <=50K
22, Private,12, Handlers-cleaners,0,0,20, <=50K
34, Private,10, Prof-specialty,0,0,50, <=50K
22, Private,6, Sales,0,0,40, <=50K
34, Self-emp-inc,9, Exec-managerial,0,2002,40, <=50K
56, Private,9, Other-service,0,0,40, <=50K
49, Private,9, Machine-op-inspct,0,1902,40, <=50K
36, Private,13, Other-service,0,0,40, <=50K
18, Private,10, Sales,0,0,20, <=50K
26, Self-emp-not-inc,9, Craft-repair,0,0,50, <=50K
48, Private,9, Exec-managerial,0,0,50, <=50K
35, Self-emp-not-inc,9, Exec-managerial,0,0,40, <=50K
29, Private,9, Handlers-cleaners,0,0,40, <=50K
47, Private,9, Craft-repair,0,0,40, >50K
21, Private,11, Adm-clerical,0,0,12, <=50K
28, Private,10, Sales,0,0,50, <=50K
53, Private,10, Transport-moving,0,0,40, >50K
65, Federal-gov,9, Adm-clerical,0,0,40, <=50K
26, Private,10, Adm-clerical,0,0,40, <=50K
50, Private,13, Exec-managerial,0,1902,50, >50K
26, Private,9, Craft-repair,0,0,50, <=50K
70, Private,9, Prof-specialty,0,0,20, <=50K
55, Private,10, Machine-op-inspct,0,0,40, <=50K
27, Federal-gov,13, Transport-moving,0,0,35, <=50K
31, Private,10, Exec-managerial,0,0,40, >50K
43, Private,13, Sales,0,1902,55, >50K
24, Private,7, Craft-repair,0,0,40, <=50K
22, Private,4, Other-service,0,0,40, <=50K
26, Private,9, Craft-repair,0,0,40, <=50K
23, Private,6, Craft-repair,0,0,40, <=50K
41, Self-emp-not-inc,9, Farming-fishing,0,0,60, <=50K
52, Private,14, Sales,0,0,40, <=50K
41, Self-emp-not-inc,9, Farming-fishing,0,0,40, <=50K
59, Self-emp-not-inc,6, Farming-fishing,0,0,40, <=50K
56, Self-emp-not-inc,10, Exec-managerial,0,1977,50, >50K
58, Private,9, Craft-repair,14344,0,48, >50K
65, Private,13, Exec-managerial,0,0,40, >50K
24, Local-gov,13, Prof-specialty,0,0,40, <=50K
51, Private,12, Sales,5178,0,45, >50K
31, Private,10, Handlers-cleaners,0,0,45, <=50K
84, Private,9, Prof-specialty,0,0,16, <=50K
51, Private,10, Craft-repair,0,0,40, <=50K
24, Local-gov,13, Prof-specialty,0,0,50, <=50K
30, Private,9, Machine-op-inspct,0,0,45, <=50K
22, Private,6, Other-service,0,0,40, <=50K
30, Private,14, Prof-specialty,0,0,40, <=50K
47, Private,10, Exec-managerial,0,0,40, <=50K
19, Private,9, Sales,0,0,35, <=50K
43, Self-emp-not-inc,10, Adm-clerical,0,0,36, <=50K
30, Private,13, Exec-managerial,0,0,50, <=50K
46, Private,14, Exec-managerial,0,0,45, <=50K
49, Local-gov,13, Prof-specialty,0,0,60, <=50K
37, Private,3, Machine-op-inspct,0,0,40, <=50K
42, Private,14, Exec-managerial,0,0,40, <=50K
57, Private,10, Sales,5013,0,50, <=50K
46, Private,12, Adm-clerical,0,0,40, <=50K
23, Private,10, Other-service,0,0,20, <=50K
26, Private,13, Craft-repair,0,0,58, >50K
64, Private,14, Prof-specialty,0,0,8, <=50K
20, Private,9, Adm-clerical,0,0,40, <=50K
31, Private,9, Transport-moving,0,0,40, <=50K
38, Private,13, Tech-support,0,1977,40, >50K
44, Private,10, Machine-op-inspct,0,0,40, <=50K
42, Self-emp-not-inc,11, Craft-repair,2885,0,40, <=50K
23, Private,13, Exec-managerial,0,0,40, <=50K
31, Local-gov,14, Prof-specialty,0,0,90, >50K
35, Self-emp-not-inc,7, Craft-repair,0,0,36, <=50K
30, Self-emp-not-inc,10, Craft-repair,0,0,35, <=50K
35, Private,9, Craft-repair,0,0,20, <=50K
40, Private,9, Adm-clerical,0,0,38, <=50K
18, Private,7, Other-service,0,0,20, <=50K
23, Private,6, Transport-moving,0,0,30, <=50K
63, Private,9, Adm-clerical,0,0,40, <=50K
20, State-gov,9, Transport-moving,0,0,40, <=50K
50, Local-gov,14, Exec-managerial,0,0,60, >50K
49, Private,14, Sales,0,0,45, <=50K
53, Self-emp-not-inc,6, Farming-fishing,0,0,40, <=50K
34, Private,9, Adm-clerical,0,0,40, <=50K
54, Private,9, Transport-moving,0,0,56, >50K
40, Private,10, Adm-clerical,0,0,40, >50K
22, Private,13, Sales,0,0,40, <=50K
28, Private,6, Farming-fishing,0,0,35, <=50K
24, Private,9, Craft-repair,0,0,40, <=50K
37, Private,2, Other-service,0,0,48, <=50K
62, Private,9, Sales,0,0,16, <=50K
19, ?,10, ?,0,0,40, <=50K
51, Private,11, Prof-specialty,0,0,40, <=50K
65, Private,10, Adm-clerical,2346,0,40, <=50K
31, Private,9, Adm-clerical,0,0,8, <=50K
42, Self-emp-inc,10, Exec-managerial,0,0,90, >50K
42, Private,9, Other-service,0,0,35, <=50K
54, Private,12, Craft-repair,0,0,40, <=50K
23, Private,13, Exec-managerial,0,0,60, <=50K
28, Private,9, Other-service,0,0,46, <=50K
42, Private,7, Craft-repair,0,0,40, <=50K
30, Private,9, Exec-managerial,0,0,40, <=50K
33, Federal-gov,9, Craft-repair,0,0,40, <=50K
33, Private,9, Tech-support,0,0,40, <=50K
39, Private,9, Machine-op-inspct,2977,0,40, <=50K
27, Private,7, Handlers-cleaners,0,0,40, <=50K
20, ?,7, ?,0,0,40, <=50K
62, Private,3, Farming-fishing,0,0,40, <=50K
17, Private,6, Sales,0,0,30, <=50K
58, Private,10, Adm-clerical,0,0,55, >50K
69, Self-emp-inc,14, Exec-managerial,6514,0,40, >50K
34, Private,13, Prof-specialty,0,0,42, >50K
34, Private,13, Sales,0,2824,50, >50K
20, Private,9, Handlers-cleaners,0,0,35, <=50K
64, Federal-gov,10, Adm-clerical,0,0,40, >50K
27, Private,10, Craft-repair,0,0,55, <=50K
41, Private,9, Adm-clerical,0,0,40, >50K
40, Private,4, Craft-repair,0,0,40, <=50K
53, Local-gov,14, Adm-clerical,0,0,38, >50K
44, Private,16, Prof-specialty,0,0,45, <=50K
37, Private,3, Adm-clerical,0,0,40, <=50K
46, Private,13, Tech-support,0,0,60, >50K
17, Private,5, Machine-op-inspct,0,0,20, <=50K
35, Private,9, Craft-repair,0,0,40, <=50K
36, Local-gov,12, Adm-clerical,0,0,40, <=50K
49, State-gov,9, Handlers-cleaners,0,0,40, >50K
48, Private,15, Prof-specialty,0,0,25, <=50K
26, Private,13, Sales,0,0,40, <=50K
26, Private,12, Adm-clerical,0,0,8, <=50K
35, State-gov,9, Craft-repair,0,0,40, <=50K
29, Private,5, Machine-op-inspct,0,0,40, <=50K
54, Private,10, Sales,7298,0,50, >50K
36, Local-gov,10, Adm-clerical,0,0,40, <=50K
25, Private,13, Prof-specialty,0,0,40, <=50K
18, Local-gov,6, Other-service,0,0,25, <=50K
21, Private,10, Sales,0,0,20, <=50K
22, Private,9, Other-service,0,0,40, <=50K
52, Private,9, Craft-repair,0,0,45, >50K
36, Self-emp-not-inc,10, Other-service,0,0,40, <=50K
25, Private,13, Exec-managerial,0,1726,60, <=50K
49, Self-emp-not-inc,16, Prof-specialty,99999,0,70, >50K
42, Private,10, Sales,0,0,50, >50K
37, Private,11, Sales,0,0,54, <=50K
39, Private,12, Craft-repair,0,0,40, <=50K
32, Private,13, Prof-specialty,0,0,40, <=50K
53, Private,9, Exec-managerial,0,0,40, <=50K
30, Private,7, Craft-repair,0,0,40, <=50K
51, Private,10, Tech-support,0,0,40, >50K
62, Local-gov,11, Adm-clerical,0,0,40, <=50K
38, Private,3, Machine-op-inspct,0,0,40, <=50K
23, Private,13, Tech-support,0,0,40, <=50K
39, Private,9, Machine-op-inspct,0,2051,40, <=50K
37, Federal-gov,10, Adm-clerical,0,0,40, <=50K
27, ?,12, ?,0,0,40, <=50K
41, Private,10, Machine-op-inspct,0,0,40, <=50K
47, Self-emp-not-inc,13, Sales,0,0,40, >50K
25, Private,10, Exec-managerial,0,0,40, >50K
35, Private,12, Other-service,0,0,50, <=50K
47, Private,9, Craft-repair,0,1977,45, >50K
30, Private,9, Other-service,0,0,40, <=50K
29, Private,11, Tech-support,0,2051,40, <=50K
36, Private,11, Exec-managerial,0,0,50, >50K
42, Private,13, Transport-moving,0,0,60, <=50K
51, Private,9, Transport-moving,0,0,40, <=50K
34, Private,9, Adm-clerical,0,0,40, <=50K
44, Self-emp-inc,9, Craft-repair,0,0,60, <=50K
27, Private,13, Machine-op-inspct,0,0,41, <=50K
39, Private,9, Handlers-cleaners,0,0,40, <=50K
46, Private,9, Craft-repair,0,1741,40, <=50K
32, Self-emp-not-inc,9, Sales,0,1590,62, <=50K
31, Private,13, Sales,0,0,50, <=50K
23, Private,7, Craft-repair,0,0,35, <=50K
47, Private,14, Exec-managerial,15024,0,55, >50K
66, Private,13, Prof-specialty,0,0,99, <=50K
26, Private,9, Machine-op-inspct,0,0,40, <=50K
52, Private,9, Handlers-cleaners,0,0,40, >50K
53, Self-emp-inc,7, Exec-managerial,0,0,30, <=50K
48, Self-emp-not-inc,13, Exec-managerial,0,0,40, <=50K
37, Self-emp-inc,12, Exec-managerial,0,0,50, <=50K
17, Private,7, Other-service,0,0,5, <=50K
50, Private,11, Craft-repair,0,0,40, >50K
28, ?,9, ?,0,0,40, <=50K
17, Federal-gov,7, Adm-clerical,0,1602,40, <=50K
39, Private,10, Craft-repair,0,0,40, <=50K
28, Federal-gov,13, Tech-support,0,0,40, <=50K
38, Private,12, Craft-repair,0,0,40, <=50K
53, Private,9, Transport-moving,0,1902,40, >50K
28, Local-gov,13, Prof-specialty,0,0,40, <=50K
42, Private,10, Prof-specialty,15024,0,32, >50K
40, Private,5, Transport-moving,0,0,45, <=50K
20, Private,10, Machine-op-inspct,0,0,40, <=50K
32, State-gov,13, Protective-serv,0,0,40, >50K
23, State-gov,13, Adm-clerical,0,0,40, <=50K
25, Private,13, Sales,2174,0,40, <=50K
41, Private,9, Craft-repair,0,0,40, <=50K
42, Private,13, Prof-specialty,7688,0,40, >50K
18, Private,8, Sales,594,0,14, <=50K
29, Local-gov,13, Prof-specialty,0,1848,60, >50K
36, Private,9, Sales,0,0,50, <=50K
34, Private,6, Craft-repair,0,0,40, <=50K
34, Private,9, Craft-repair,0,0,44, <=50K
48, State-gov,15, Prof-specialty,15024,0,50, >50K
36, Self-emp-inc,15, Prof-specialty,0,0,80, >50K
67, Federal-gov,9, Other-service,0,0,40, <=50K
53, Private,9, Craft-repair,7298,0,40, >50K
53, Self-emp-not-inc,13, Exec-managerial,0,2415,40, >50K
45, Private,16, Prof-specialty,0,0,45, >50K
22, Private,6, Other-service,0,0,35, <=50K
25, Private,13, Exec-managerial,0,0,43, <=50K
61, Private,10, Other-service,0,0,40, <=50K
31, Local-gov,10, Adm-clerical,0,0,40, <=50K
47, Self-emp-inc,9, Prof-specialty,0,0,38, <=50K
31, Private,2, Prof-specialty,0,0,45, <=50K
17, Private,5, Sales,0,0,32, <=50K
38, Self-emp-inc,10, Sales,0,0,50, >50K
23, Private,9, Handlers-cleaners,0,0,40, <=50K
